timestamp_ms,frame,face_det_ms,gaze_est_ms,blink_det_ms,num_faces,pitch_deg,yaw_deg,ear,blink_rate_10s_bps,blink_state,engagement_score,engagement_level,engagement_trend,is_blinking,is_calibrated
1762453779535,1,85.14547348022461,212.0382785797119,2.0074844360351562,1,-12.070953369140625,0.103302001953125,29.256381150765193,0.0,normal,30.500000000000004,3,stable,False,False
1762453779939,2,118.30329895019531,15.745401382446289,10.304927825927734,1,-8.40838623046875,2.9957275390625,27.632180857397998,0.0,normal,38.75,3,stable,False,False
1762453780116,3,107.24043846130371,9.071826934814453,7.002353668212891,1,-6.7295684814453125,9.062881469726562,27.273493327715904,0.0,normal,47.44657287525381,3,stable,False,False
1762453780287,4,104.19750213623047,19.976139068603516,4.050016403198242,1,-14.350799560546875,-2.9022216796875,22.930227760603138,0.0,normal,50.61260101267767,3,stable,False,False
1762453780451,5,91.35198593139648,12.05301284790039,4.00543212890625,1,-5.1407623291015625,7.116790771484375,26.73871089572153,0.0,normal,54.53943301753456,3,stable,False,False
1762453780595,6,97.51510620117188,10.04171371459961,4.061222076416016,1,-6.801666259765625,6.6660003662109375,28.495015439699948,0.0,normal,58.499175987528005,3,stable,False,False
1762453780744,7,90.08049964904785,7.7667236328125,5.551815032958984,1,-5.7993621826171875,5.8723297119140625,27.597654163143574,0.0,normal,61.69889948255385,3,stable,False,False
1762453780891,8,103.53398323059082,8.031845092773438,2.029895782470703,1,-8.8829345703125,8.30181884765625,26.802154468872576,0.0,normal,64.80115342643437,2,stable,False,False
1762453781042,9,88.73796463012695,10.040283203125,4.043340682983398,1,-10.115081787109375,7.1161651611328125,26.809259358845907,0.0,normal,67.65970247398809,2,stable,False,False
1762453781192,10,95.20649909973145,9.7808837890625,0.0,1,-10.750930786132812,8.016845703125,28.44384115881019,0.0,normal,70.22179173179165,2,stable,False,False
1762453781342,11,102.96106338500977,10.031461715698242,0.0,1,-5.824859619140625,6.937103271484375,28.45101794677374,0.0,normal,72.48290474655273,2,stable,False,False
1762453781491,12,88.75489234924316,19.809484481811523,6.051778793334961,1,-5.92333984375,6.15936279296875,29.262366981237122,0.0,normal,74.46196534508712,2,stable,False,False
1762453781642,13,87.42523193359375,8.032083511352539,4.034280776977539,1,-8.57464599609375,13.88494873046875,28.92780233051527,0.0,normal,76.1877992370271,2,stable,False,False
1762453781776,14,95.22366523742676,10.016202926635742,4.050970077514648,1,-11.110946655273438,8.61553955078125,26.403841187659232,0.0,normal,77.69189682924767,2,stable,False,False
1762453781923,15,86.85684204101562,8.030176162719727,2.0291805267333984,1,-11.01513671875,8.582305908203125,28.045356067368317,0.0,normal,79.00471997503625,2,stable,False,False
1762453782057,16,83.04476737976074,8.036136627197266,4.0416717529296875,1,-9.976730346679688,4.9695281982421875,27.602544298020387,0.0,normal,80.15399049922692,2,stable,False,False
1762453782192,17,89.18428421020508,14.39213752746582,4.0416717529296875,1,-9.048171997070312,9.186279296875,27.323438577762417,0.0,normal,81.16406667591119,2,stable,False,False
1762453782338,18,92.47589111328125,13.773679733276367,0.0,1,-12.178848266601562,7.7589111328125,26.908627887554907,0.0,normal,80.53877869563804,2,stable,False,False
1762453782470,19,94.90060806274414,15.790700912475586,4.045248031616211,1,-11.939208984375,8.476470947265625,30.53299436065729,0.0,normal,80.33350196159647,2,stable,False,False
1762453782621,20,87.40496635437012,10.033845901489258,4.041194915771484,1,-10.514266967773438,9.80914306640625,28.159713706957763,0.0,normal,80.40102284455467,2,stable,False,False
1762453782755,21,87.18299865722656,8.024215698242188,4.053592681884766,1,-10.637863159179688,8.829574584960938,27.759092748706898,0.0,normal,80.64115335451697,2,stable,False,False
1762453782890,22,88.89913558959961,8.02755355834961,4.046201705932617,1,-11.8756103515625,1.3089752197265625,22.611324216080575,0.0,normal,80.98612522945167,2,stable,False,False
1762453783023,23,91.43805503845215,8.023262023925781,2.0449161529541016,1,-11.24627685546875,7.239532470703125,23.37947575590171,0.0,normal,81.3904702625949,2,stable,False,False
1762453783172,24,86.58003807067871,8.023500442504883,6.049156188964844,1,-8.97564697265625,7.6429595947265625,27.362027618505188,0.0,normal,81.82401570051798,2,stable,False,False
1762453783322,25,89.10536766052246,6.011247634887695,6.0443878173828125,1,-9.158538818359375,9.98785400390625,26.97088894856968,0.0,normal,82.26704177324996,2,stable,False,False
1762453783472,26,82.14330673217773,6.017446517944336,4.02522087097168,1,-8.123214721679688,7.2694854736328125,26.068578806353244,0.0,normal,82.7069391190631,2,stable,False,False
1762453783605,27,84.70654487609863,8.017778396606445,6.067514419555664,1,-10.781234741210938,8.9071044921875,26.4572242437826,0.0,normal,83.13590596684669,2,stable,False,False
1762453783740,28,79.40816879272461,5.759000778198242,4.040241241455078,1,-12.364486694335938,9.478408813476562,26.855072116657084,0.0,normal,82.55557154012139,2,stable,False,False
1762453783873,29,84.8701000213623,8.026599884033203,3.4546852111816406,1,-12.81231689453125,6.274444580078125,25.982701961628983,0.0,normal,81.36177225392566,2,stable,False,False
1762453784007,30,93.10078620910645,7.766008377075195,4.030466079711914,1,-11.672348022460938,9.624221801757812,25.916898432123915,0.0,normal,80.67717260024818,2,stable,False,False
1762453784157,31,85.43825149536133,8.025646209716797,4.044771194458008,1,-12.109344482421875,7.918914794921875,25.079529674621377,0.0,normal,79.49903074651259,2,stable,False,False
1762453784290,32,85.0667953491211,6.0100555419921875,4.054784774780273,1,-10.603073120117188,7.6097869873046875,26.83330816036605,0.0,normal,78.8299472731594,2,stable,False,False
1762453784422,33,87.37897872924805,8.013010025024414,6.047725677490234,1,-7.2647857666015625,9.836029052734375,26.93626836034361,0.0,normal,78.50861362551015,2,stable,False,False
1762453784573,34,90.25168418884277,13.792276382446289,6.031513214111328,1,-8.48931884765625,9.94110107421875,27.683947405076225,0.0,normal,78.42282693841904,2,stable,False,False
1762453784723,35,89.05696868896484,6.011009216308594,4.043102264404297,1,-7.4809417724609375,9.352569580078125,27.70624961378201,0.0,normal,78.49468069261796,2,stable,False,False
1762453784855,36,81.13837242126465,9.520292282104492,4.045009613037109,1,-7.5724945068359375,9.465835571289062,28.504656539149444,0.0,normal,78.67020850733279,2,stable,False,False
1762453784988,37,89.36166763305664,8.025884628295898,2.023458480834961,1,-7.291534423828125,8.84722900390625,28.504656539149444,0.0,normal,78.91214351778389,2,stable,False,False
1762453785122,38,86.47322654724121,10.024309158325195,6.045103073120117,1,-10.89703369140625,8.660797119140625,26.835430051038166,0.0,normal,79.19485733709855,2,stable,False,False
