,0
yaw_deg,0.736872555299254
blink_rate_10s_bps,0.07683524530579469
pitch_deg,0.0649764133059516
ear,0.054053090542774004
face_det_ms,0.030159112670473467
gaze_est_ms,0.029383245698687204
blink_det_ms,0.007720337177065028
num_faces,0.0
